ÅR	MÅNAD	DAG	Precip	Temp
1998	10	1	0	5,1
1998	10	2	0	6,5
1998	10	3	0	5,9
1998	10	4	0	4,8
1998	10	5	0	2
1998	10	6	0	5,2
1998	10	7	0	4,7
1998	10	8	7,7	6,1
1998	10	9	5,9	7,1
1998	10	10	6,3	9,4
1998	10	11	12,3	7,3
1998	10	12	0,6	7,3
1998	10	13	7,1	5,6
1998	10	14	3,4	9,2
1998	10	15	2	7
1998	10	16	10,3	6
1998	10	17	38,4	6,9
1998	10	18	1,6	6,9
1998	10	19	13,3	5,9
1998	10	20	2	3,1
1998	10	21	17,4	3,6
1998	10	22	9,3	10,8
1998	10	23	12,1	10,4
1998	10	24	4,8	7,4
1998	10	25	12,9	8,1
1998	10	26	11,7	5,8
1998	10	27	16	4,8
1998	10	28	8,9	5
1998	10	29	0	6,3
1998	10	30	0	4,4
1998	10	31	0,8	3,2
1998	11	1	0,2	1,8
1998	11	2	0	0,5
1998	11	3	0	-0,4
1998	11	4	0	-0,2
1998	11	5	1,6	-1
1998	11	6	0,2	-0,5
1998	11	7	0	-2,7
1998	11	8	0	-3,7
1998	11	9	5,9	-0,7
1998	11	10	10,9	1,8
1998	11	11	1	1,7
1998	11	12	0	1,8
1998	11	13	0	1,1
1998	11	14	0	-1
1998	11	15	0	-1,4
1998	11	16	0	-2,2
1998	11	17	0	-4,2
1998	11	18	0	-5,7
1998	11	19	0	-4,7
1998	11	20	0	-4
1998	11	21	0,8	-0,9
1998	11	22	0	-0,2
1998	11	23	0	-2,8
1998	11	24	0,4	-2,6
1998	11	25	1,8	-0,6
1998	11	26	2,2	-0,3
1998	11	27	0	-1,7
1998	11	28	0	-1,5
1998	11	29	0,4	-0,6
1998	11	30	0	-1,3
1998	12	1	0	-2,4
1998	12	2	0,4	-0,2
1998	12	3	0	-2
1998	12	4	1,2	-1
1998	12	5	0	-3,6
1998	12	6	0	-7
1998	12	7	0	-8,3
1998	12	8	0	-4,3
1998	12	9	0	-2,8
1998	12	10	0	-3,1
1998	12	11	0	-4,4
1998	12	12	0	-5,3
1998	12	13	0,8	-1,3
1998	12	14	26,9	0,6
1998	12	15	0	4,3
1998	12	16	0,6	3,6
1998	12	17	0,8	4,9
1998	12	18	1,8	4,4
1998	12	19	0	3,1
1998	12	20	0	-1,3
1998	12	21	0	-3,6
1998	12	22	0,8	-4,4
1998	12	23	15,8	0,3
1998	12	24	10,7	1,5
1998	12	25	9,1	3,6
1998	12	26	9,5	2,5
1998	12	27	10,1	3,1
1998	12	28	1,6	3,5
1998	12	29	0	2,2
1998	12	30	0	0,5
1998	12	31	0,6	-0,5
1999	1	1	0	-0,4
1999	1	2	2,6	-0,2
1999	1	3	0,4	2,4
1999	1	4	8,7	2,3
1999	1	5	9,5	5,1
1999	1	6	17,4	3,3
1999	1	7	0	-1,3
1999	1	8	0	-3,8
1999	1	9	0	-6,1
1999	1	10	0	-5,5
1999	1	11	0	-6
1999	1	12	0	-6,4
1999	1	13	0	-8,3
1999	1	14	0	-7,5
1999	1	15	21,6	-5,2
1999	1	16	13,9	2,8
1999	1	17	0	2
1999	1	18	1,4	3,1
1999	1	19	17	2,9
1999	1	20	8,5	5,8
1999	1	21	0	4,7
1999	1	22	0	3,1
1999	1	23	18	2,4
1999	1	24	4,2	3,2
1999	1	25	17,2	2,3
1999	1	26	8,9	0,9
1999	1	27	0	-6,5
1999	1	28	0	-13,2
1999	1	29	0	-10,6
1999	1	30	0,8	-5,9
1999	1	31	8,1	0,3
1999	2	1	0,2	-0,4
1999	2	2	3,4	1,2
1999	2	3	2,8	2,3
1999	2	4	0	3,7
1999	2	5	0	1,4
1999	2	6	0	-2,4
1999	2	7	0	-3,5
1999	2	8	0	-7,2
1999	2	9	0	-10,4
1999	2	10	0	-6,4
1999	2	11	0	-3,8
1999	2	12	2	-0,7
1999	2	13	0,4	0,9
1999	2	14	2,2	0,1
1999	2	15	9,5	1,9
1999	2	16	0	0,5
1999	2	17	0	-3,3
1999	2	18	0	-2,3
1999	2	19	12,5	-0,1
1999	2	20	2,4	1,9
1999	2	21	0	0,6
1999	2	22	1,2	0
1999	2	23	0	-2,2
1999	2	24	0	-2,2
1999	2	25	1,8	-1,1
1999	2	26	1,4	2
1999	2	27	7,3	1,3
1999	2	28	8,9	2,4
1999	3	1	0	2,2
1999	3	2	0	2,5
1999	3	3	12,1	0
1999	3	4	13,7	2,6
1999	3	5	3,6	1
1999	3	6	4,4	0,6
1999	3	7	16,2	0,4
1999	3	8	0,8	0,8
1999	3	9	0	-1,7
1999	3	10	0	-3,4
1999	3	11	0,6	-3,4
1999	3	12	0,2	-2,5
1999	3	13	0	-2,4
1999	3	14	0,6	-1,2
1999	3	15	4,4	-0,5
1999	3	16	1,6	-0,2
1999	3	17	9,3	-0,2
1999	3	18	4,6	1,6
1999	3	19	0	2,3
1999	3	20	0	1,6
1999	3	21	7,1	0,7
1999	3	22	4,4	1,5
1999	3	23	0,8	-1,6
1999	3	24	13,9	0
1999	3	25	0,8	4,1
1999	3	26	0,2	5
1999	3	27	5,1	2,9
1999	3	28	0	3,5
1999	3	29	0	4,4
1999	3	30	11,6	5,7
1999	3	31	0	6,6
1999	4	1	0	9,9
1999	4	2	0	11
1999	4	3	0	11
1999	4	4	0	6,3
1999	4	5	6,7	6,4
1999	4	6	13,8	6,9
1999	4	7	1,8	6,1
1999	4	8	0	7,2
1999	4	9	0	6,6
1999	4	10	2,8	6,5
1999	4	11	4,3	4,8
1999	4	12	15	3,7
1999	4	13	11,8	4,3
1999	4	14	2,4	2,7
1999	4	15	12,6	0,5
1999	4	16	3,5	4,2
1999	4	17	3	4,5
1999	4	18	17,5	0,5
1999	4	19	22,5	2,2
1999	4	20	1,6	3,8
1999	4	21	0,2	5,7
1999	4	22	2	7,4
1999	4	23	0	9,4
1999	4	24	0	9,4
1999	4	25	0	10,2
1999	4	26	0	10,8
1999	4	27	0	11,5
1999	4	28	0	9,8
1999	4	29	0	7,5
1999	4	30	0	8,7
1999	5	1	0	6,6
1999	5	2	0	7,4
1999	5	3	0	7,9
1999	5	4	0	9,9
1999	5	5	0	9,9
1999	5	6	0	9,7
1999	5	7	0	10,5
1999	5	8	9,7	10,2
1999	5	9	26,6	4
1999	5	10	11,4	2,2
1999	5	11	2,8	1,6
1999	5	12	7,5	2
1999	5	13	5,5	2,9
1999	5	14	4,9	4,4
1999	5	15	0	7,6
1999	5	16	0	9,7
1999	5	17	0	11,4
1999	5	18	0	12,6
1999	5	19	0	15,5
1999	5	20	0	17,1
1999	5	21	5,1	15,9
1999	5	22	0,8	9,1
1999	5	23	8,1	9,8
1999	5	24	9,3	10,9
1999	5	25	0	10,4
1999	5	26	1,4	10,4
1999	5	27	0	11,5
1999	5	28	1	17,3
1999	5	29	0,4	12,2
1999	5	30	6,5	8
1999	5	31	0	12,1
1999	6	1	0	10,6
1999	6	2	0	12,2
1999	6	3	6,1	12
1999	6	4	8,1	12,3
1999	6	5	23,8	11,7
1999	6	6	0,2	11,5
1999	6	7	0,2	12,6
1999	6	8	24,4	14,1
1999	6	9	3,9	12
1999	6	10	7,7	11,4
1999	6	11	2	12,5
1999	6	12	2,4	13,4
1999	6	13	5,9	12,6
1999	6	14	0	13,9
1999	6	15	0	14,6
1999	6	16	0	14,7
1999	6	17	1	14,5
1999	6	18	0	15,5
1999	6	19	0	15,1
1999	6	20	24,6	12,9
1999	6	21	0	11,7
1999	6	22	0,8	12,1
1999	6	23	5,1	11,7
1999	6	24	7,3	12
1999	6	25	1,2	14,1
1999	6	26	9,3	11,5
1999	6	27	1,4	15,1
1999	6	28	15,4	16,5
1999	6	29	6,9	14,2
1999	6	30	0,6	14,9
1999	7	1	1,2	13,9
1999	7	2	8,1	13
1999	7	3	0	14,2
1999	7	4	0,4	14,6
1999	7	5	9,3	15,1
1999	7	6	0	14,9
1999	7	7	0	16,4
1999	7	8	0	18,1
1999	7	9	0	20,2
1999	7	10	0	21,6
1999	7	11	0	22,5
1999	7	12	0	22,6
1999	7	13	4,9	21,8
1999	7	14	6,3	16,9
1999	7	15	0	15,7
1999	7	16	0,8	14,3
1999	7	17	0,6	16,5
1999	7	18	0,6	15,9
1999	7	19	5,7	20,5
1999	7	20	8,3	19,2
1999	7	21	4,5	15,9
1999	7	22	0	15,5
1999	7	23	2,2	14,8
1999	7	24	0	16,5
1999	7	25	0,2	14,3
1999	7	26	0	14,9
1999	7	27	0	16,3
1999	7	28	0	17,9
1999	7	29	0	17,9
1999	7	30	0	18,3
1999	7	31	0	20,1
1999	8	1	0	21,7
1999	8	2	12,6	21,3
1999	8	3	0	21,8
1999	8	4	14,8	19,4
1999	8	5	0	20,8
1999	8	6	0	19,2
1999	8	7	0,6	16,4
1999	8	8	11,6	14,7
1999	8	9	4,7	13,6
1999	8	10	6,5	15,2
1999	8	11	3	12,9
1999	8	12	0,2	13,2
1999	8	13	0,2	14,2
1999	8	14	4,1	14,5
1999	8	15	3,2	13
1999	8	16	1	14,2
1999	8	17	2,2	13,8
1999	8	18	0,6	14,6
1999	8	19	0,8	13,2
1999	8	20	0	14,9
1999	8	21	0,2	14,3
1999	8	22	0	12,6
1999	8	23	0	14
1999	8	24	0,2	14,9
1999	8	25	0	15,3
1999	8	26	0,4	13,5
1999	8	27	0,2	16,1
1999	8	28	0,2	16,1
1999	8	29	0	16,8
1999	8	30	5,1	14
1999	8	31	2,4	12,1
1999	9	1	0,2	14
1999	9	2	0,6	15,6
1999	9	3	0	17,1
1999	9	4	0,2	17,4
1999	9	5	0	18,2
1999	9	6	0	16,7
1999	9	7	0	18
1999	9	8	0	16,5
1999	9	9	0	16,8
1999	9	10	0,2	14,5
1999	9	11	0	16,3
1999	9	12	0	16,6
1999	9	13	0,2	15,4
1999	9	14	0	13,9
1999	9	15	2,2	11,9
1999	9	16	0	12,6
1999	9	17	5,7	12,9
1999	9	18	3,9	13,7
1999	9	19	5,1	12,6
1999	9	20	0,2	13,6
1999	9	21	24,8	14,5
1999	9	22	2,4	14,4
1999	9	23	13,8	14,5
1999	9	24	5,1	14,4
1999	9	25	0,4	14,1
1999	9	26	20,1	13,4
1999	9	27	22,1	13
1999	9	28	7,1	12,6
1999	9	29	14	12,1
1999	9	30	3	11,9
1999	10	1	10,6	10,5
1999	10	2	29,2	11,2
1999	10	3	7,1	9,5
1999	10	4	18,7	9,5
1999	10	5	0	8,5
1999	10	6	0,2	8,3
1999	10	7	4,3	8,5
1999	10	8	4,7	8,9
1999	10	9	0,2	7,1
1999	10	10	4,5	7,1
1999	10	11	2,8	10
1999	10	12	0	10,1
1999	10	13	0	9,6
1999	10	14	0	7,9
1999	10	15	0	5,5
1999	10	16	0,2	3,7
1999	10	17	0,4	2,7
1999	10	18	0	3,6
1999	10	19	0	3,4
1999	10	20	0,2	2,5
1999	10	21	0	1,7
1999	10	22	0	3,3
1999	10	23	3,5	5,7
1999	10	24	2,2	7,4
1999	10	25	1,6	9,3
1999	10	26	4,7	9,2
1999	10	27	1,2	6,6
1999	10	28	1,4	9,2
1999	10	29	0	8,4
1999	10	30	0,2	7,9
1999	10	31	7,9	8,3
1999	11	1	7,3	9,6
1999	11	2	3,5	9
1999	11	3	0	8,7
1999	11	4	0	9,7
1999	11	5	0,6	6,3
1999	11	6	0,2	6,5
1999	11	7	0,4	6,3
1999	11	8	0,8	6,7
1999	11	9	0,8	6,1
1999	11	10	0,2	2,5
1999	11	11	0,2	5,5
1999	11	12	0,2	7,5
1999	11	13	0	6,8
1999	11	14	0	1,1
1999	11	15	1,8	-0,1
1999	11	16	1,2	3,1
1999	11	17	0	-1
1999	11	18	0,4	-0,9
1999	11	19	2,4	-0,2
1999	11	20	0	-2,1
1999	11	21	2,4	-0,9
1999	11	22	1,6	-2,5
1999	11	23	0,4	1,2
1999	11	24	5,5	3,7
1999	11	25	0,2	6,4
1999	11	26	4,3	7,1
1999	11	27	0,6	5,8
1999	11	28	1,2	6,4
1999	11	29	0	5,8
1999	11	30	11,2	3,4
1999	12	1	0	4,7
1999	12	2	0	1,9
1999	12	3	3,5	0,6
1999	12	4	0,2	-3,3
1999	12	5	2,6	-5,8
1999	12	6	40,6	3
1999	12	7	7,5	5,3
1999	12	8	18,9	3,2
1999	12	9	5,3	4,9
1999	12	10	3,5	2,7
1999	12	11	0	-2,3
1999	12	12	0	-1,9
1999	12	13	0	-5,6
1999	12	14	0	-8
1999	12	15	0	-7,5
1999	12	16	20,7	-5,2
1999	12	17	25	2,1
1999	12	18	0	-1,3
1999	12	19	0	-1,5
1999	12	20	0	-3,3
1999	12	21	0	-4,8
1999	12	22	1,2	0,4
1999	12	23	18,9	1,1
1999	12	24	28	2,3
1999	12	25	21,9	3,4
1999	12	26	1,8	0,9
1999	12	27	0,8	0
1999	12	28	0	-1,1
1999	12	29	0	-4,1
1999	12	30	0	-3,1
1999	12	31	2,2	-3
2000	1	1	16	1,1
2000	1	2	6,1	2,6
2000	1	3	4,5	3,3
2000	1	4	0	3,4
2000	1	5	0,2	2,4
2000	1	6	10	3,5
2000	1	7	2	2,9
2000	1	8	0,8	4,7
2000	1	9	1,4	3,1
2000	1	10	5,3	2
2000	1	11	13,2	4
2000	1	12	36,3	4,6
2000	1	13	6,3	2,6
2000	1	14	0,4	-0,2
2000	1	15	0	-1,6
2000	1	16	0,8	1,7
2000	1	17	0	5,1
2000	1	18	0	1,6
2000	1	19	0	0
2000	1	20	0,2	2,2
2000	1	21	0	-5,1
2000	1	22	0	-5,3
2000	1	23	0	-7,3
2000	1	24	0	-4,3
2000	1	25	0	-2,2
2000	1	26	0,8	0,5
2000	1	27	2,6	2,5
2000	1	28	4,3	1,5
2000	1	29	12	3,1
2000	1	30	0	1
2000	1	31	1,8	-2,1
2000	2	1	8,3	0
2000	2	2	0,2	2,4
2000	2	3	0,2	-0,8
2000	2	4	3,9	4,3
2000	2	5	1,8	5,6
2000	2	6	8,7	4,7
2000	2	7	9,5	4,2
2000	2	8	11,8	2
2000	2	9	1,4	1
2000	2	10	7,7	2,4
2000	2	11	0	4,1
2000	2	12	5,7	3,1
2000	2	13	3	1,1
2000	2	14	0,2	0,4
2000	2	15	0,6	1,6
2000	2	16	0	0,9
2000	2	17	0	-1,5
2000	2	18	0	-2,9
2000	2	19	0	-2,2
2000	2	20	0	-2,8
2000	2	21	0	-3,5
2000	2	22	0	-1,6
2000	2	23	0	-0,1
2000	2	24	0,2	0,6
2000	2	25	1,8	1,9
2000	2	26	0,2	2,7
2000	2	27	24,4	2,3
2000	2	28	12,2	3,3
2000	2	29	18,1	2,8
2000	3	1	2	2
2000	3	2	13,2	1,2
2000	3	3	0,4	1,3
2000	3	4	0	-1,1
2000	3	5	1,2	-0,4
2000	3	6	0,2	4
2000	3	7	0	3
2000	3	8	2	1,2
2000	3	9	0	-0,5
2000	3	10	0	-0,3
2000	3	11	0,2	-1,8
2000	3	12	3,7	-0,2
2000	3	13	0,6	4,2
2000	3	14	0,8	4,3
2000	3	15	0	0,5
2000	3	16	0	-0,3
2000	3	17	0,2	-0,5
2000	3	18	0,2	-1,4
2000	3	19	0	-0,1
2000	3	20	0	7,4
2000	3	21	0,4	2,2
2000	3	22	0	3,8
2000	3	23	0	1,3
2000	3	24	0	2,1
2000	3	25	0	1,9
2000	3	26	2	1,5
2000	3	27	0,2	-1,8
2000	3	28	1,8	-0,9
2000	3	29	0,8	1,4
2000	3	30	1,8	4,7
2000	3	31	1	3,1
2000	4	1	3	3,4
2000	4	2	1	1,7
2000	4	3	0	5,2
2000	4	4	7,3	4,9
2000	4	5	0	0,1
2000	4	6	0	3,6
2000	4	7	0	4,8
2000	4	8	0	4,8
2000	4	9	0	4,3
2000	4	10	0	5,6
2000	4	11	0,6	4,5
2000	4	12	7,3	2,8
2000	4	13	15,2	3,6
2000	4	14	0,6	3,6
2000	4	15	4,1	3,9
2000	4	16	10	4,1
2000	4	17	3,7	7,4
2000	4	18	0	8
2000	4	19	11,6	7,1
2000	4	20	0	9,5
2000	4	21	0	11,5
2000	4	22	0,8	11,3
2000	4	23	4,9	9,6
2000	4	24	17,9	8,8
2000	4	25	0	9,8
2000	4	26	0	11,2
2000	4	27	0,4	12,8
2000	4	28	0	16,6
2000	4	29	0	19,4
2000	4	30	0	19,2
2000	5	1	0	14,2
2000	5	2	0	11,7
2000	5	3	0,8	9,6
2000	5	4	0	11,2
2000	5	5	0	11,8
2000	5	6	0	13,9
2000	5	7	0	13,7
2000	5	8	0	16,2
2000	5	9	0	16,5
2000	5	10	0	15,5
2000	5	11	0	11,8
2000	5	12	0	9
2000	5	13	0	14,5
2000	5	14	0	14,5
2000	5	15	0	16,6
2000	5	16	0	19,4
2000	5	17	3,9	16,1
2000	5	18	5,1	10,7
2000	5	19	0	10,8
2000	5	20	0	11,4
2000	5	21	0	11,5
2000	5	22	0	10,9
2000	5	23	17,1	12
2000	5	24	6,1	12,2
2000	5	25	32,3	10,3
2000	5	26	0	11
2000	5	27	23,8	10,1
2000	5	28	3,5	11,4
2000	5	29	13,2	10,5
2000	5	30	0	11,4
2000	5	31	0	11,4
2000	6	1	7,3	12,1
2000	6	2	2,8	13,2
2000	6	3	0	12,2
2000	6	4	0	10,7
2000	6	5	0	11,3
2000	6	6	8,3	12,5
2000	6	7	9,3	9,6
2000	6	8	0	14,4
2000	6	9	0	15,1
2000	6	10	0,6	17,5
2000	6	11	1,2	17,8
2000	6	12	5,3	13,3
2000	6	13	2,2	14,8
2000	6	14	0	13,6
2000	6	15	0	12,6
2000	6	16	1,2	11,6
2000	6	17	0,6	12,1
2000	6	18	0	11,3
2000	6	19	0	17,3
2000	6	20	0	21,7
2000	6	21	19,5	17,9
2000	6	22	12,1	16,3
2000	6	23	0,8	15,4
2000	6	24	0,2	14,8
2000	6	25	0,2	13,9
2000	6	26	0,2	15
2000	6	27	0	13
2000	6	28	0,2	12,6
2000	6	29	0,2	14,4
2000	6	30	0	15,6
2000	7	1	0,2	15,1
2000	7	2	0	15,6
2000	7	3	0,2	19,2
2000	7	4	0,2	18,1
2000	7	5	0	17,7
2000	7	6	1,4	12,4
2000	7	7	0,2	12,3
2000	7	8	1	11,8
2000	7	9	7,5	11,6
2000	7	10	18,9	12,1
2000	7	11	15,6	12,5
2000	7	12	0	13,9
2000	7	13	0	12,6
2000	7	14	0,2	13,2
2000	7	15	0	14,4
2000	7	16	2,6	14,8
2000	7	17	0,4	13,1
2000	7	18	0	14,7
2000	7	19	0,8	14,8
2000	7	20	0	15,9
2000	7	21	2,6	15,2
2000	7	22	0	17,3
2000	7	23	3,7	17,4
2000	7	24	1,4	14,9
2000	7	25	3,7	16,5
2000	7	26	2	12,9
2000	7	27	0,8	13,3
2000	7	28	1,4	13,4
2000	7	29	0,2	16,7
2000	7	30	0	15,8
2000	7	31	0	15,6
2000	8	1	4,3	13,9
2000	8	2	14,4	15,7
2000	8	3	0,4	15,1
2000	8	4	0	14,6
2000	8	5	0	14,3
2000	8	6	0,8	13,7
2000	8	7	0	13,2
2000	8	8	0	13,2
2000	8	9	0,2	13,9
2000	8	10	3,2	12,5
2000	8	11	0,4	13,7
2000	8	12	0	14
2000	8	13	0	15,5
2000	8	14	10,8	16,7
2000	8	15	1	15,3
2000	8	16	4,3	13,5
2000	8	17	0,2	14,1
2000	8	18	0,2	14,2
2000	8	19	5,7	15,1
2000	8	20	1	14,1
2000	8	21	0	13,9
2000	8	22	0,2	13,5
2000	8	23	2,8	13,2
2000	8	24	9,1	10,4
2000	8	25	0	13,6
2000	8	26	0	15,1
2000	8	27	0,2	14,6
2000	8	28	5,3	16,4
2000	8	29	8,1	13,6
2000	8	30	3,9	12,2
2000	8	31	0,4	12,7
2000	9	1	0	13
2000	9	2	5,7	10,9
2000	9	3	0,2	10,2
2000	9	4	0	9,7
2000	9	5	0,4	11
2000	9	6	1,2	11
2000	9	7	7,3	13,2
2000	9	8	0	12,9
2000	9	9	0	12,8
2000	9	10	0,2	12,3
2000	9	11	0	10,7
2000	9	12	0	9,3
2000	9	13	3	8,9
2000	9	14	0	9,1
2000	9	15	0,2	9,8
2000	9	16	0	11,2
2000	9	17	0	9,7
2000	9	18	0	10,3
2000	9	19	0	9,2
2000	9	20	0	9,3
2000	9	21	0	9,3
2000	9	22	0	9,6
2000	9	23	0,2	10,4
2000	9	24	0	9,6
2000	9	25	0,2	9,1
2000	9	26	0	7,8
2000	9	27	12,8	9,8
2000	9	28	3,2	12,4
2000	9	29	0	16
2000	9	30	0	14,5
2000	10	1	0	9,6
2000	10	2	8,3	11,7
2000	10	3	0,4	12
2000	10	4	0,4	12,1
2000	10	5	0,6	11,7
2000	10	6	1	11,2
2000	10	7	0,4	10,9
2000	10	8	14,6	8,5
2000	10	9	12	6,9
2000	10	10	10,2	7,8
2000	10	11	9,1	8,9
2000	10	12	0,4	9,6
2000	10	13	1,4	8,6
2000	10	14	0	9,6
2000	10	15	0	9,3
2000	10	16	0	11,1
2000	10	17	0	11,2
2000	10	18	0	9,1
2000	10	19	3,5	8,5
2000	10	20	0	9,7
2000	10	21	8,3	10,5
2000	10	22	0,2	9,6
2000	10	23	12,6	9,8
2000	10	24	8,9	9,6
2000	10	25	27	8,9
2000	10	26	12,6	8,2
2000	10	27	1	2,5
2000	10	28	9,1	5
2000	10	29	13,2	7,7
2000	10	30	39,8	6,9
2000	10	31	12,6	7,1
2000	11	1	24,6	6,4
2000	11	2	15,2	4,9
2000	11	3	0,4	6,5
2000	11	4	1	5,9
2000	11	5	1,6	4,6
2000	11	6	0	4,1
2000	11	7	12,8	6,4
2000	11	8	0,2	7
2000	11	9	6,3	6,4
2000	11	10	18,3	6,4
2000	11	11	7,3	5,8
2000	11	12	10,2	5,7
2000	11	13	8,5	6,2
2000	11	14	1,4	5,2
2000	11	15	1,6	3,6
2000	11	16	2,2	3,5
2000	11	17	7,3	4,5
2000	11	18	29,2	2,9
2000	11	19	13,8	4,9
2000	11	20	5,9	4,2
2000	11	21	17,1	4,8
2000	11	22	2,8	4,6
2000	11	23	0	5,3
2000	11	24	5,5	5,7
2000	11	25	1	4,7
2000	11	26	1	3,9
2000	11	27	0	4,8
2000	11	28	5,3	4,5
2000	11	29	1,6	6,3
2000	11	30	9,5	7,1
2000	12	1	2,2	5,4
2000	12	2	3,2	7,3
2000	12	3	7,5	6,8
2000	12	4	1,8	5,4
2000	12	5	0,2	6,4
2000	12	6	4,5	6,1
2000	12	7	4,5	5,8
2000	12	8	5,7	5,9
2000	12	9	1,6	6,4
2000	12	10	4,3	6,4
2000	12	11	4,5	7,1
2000	12	12	20,1	6
2000	12	13	18,5	7,9
2000	12	14	29,2	5,3
2000	12	15	8,5	5,9
2000	12	16	0,8	4,6
2000	12	17	0,2	0,5
2000	12	18	0	0,4
2000	12	19	0	-0,8
2000	12	20	0	-2,1
2000	12	21	0	-1,1
2000	12	22	0	-0,2
2000	12	23	0	-1,4
2000	12	24	0	-2,9
2000	12	25	0	-7,1
2000	12	26	0	-6,9
2000	12	27	0	-2
2000	12	28	0	0,2
2000	12	29	0	0,3
2000	12	30	0	0,2
2000	12	31	0	-2,3
2001	1	1	0	-5,7
2001	1	2	7,7	0,3
2001	1	3	23,8	2,3
2001	1	4	7,3	1,7
2001	1	5	6,5	2,4
2001	1	6	5,7	3,3
2001	1	7	5,9	4,2
2001	1	8	14,8	4,2
2001	1	9	0	0,9
2001	1	10	0	-3,6
2001	1	11	0	-0,8
2001	1	12	0	-2,4
2001	1	13	0	-3,1
2001	1	14	0	-5,2
2001	1	15	0	-1,2
2001	1	16	0	-3,1
2001	1	17	0	-3,2
2001	1	18	0	-1,7
2001	1	19	0	-1,6
2001	1	20	0	-1,4
2001	1	21	0	-1,1
2001	1	22	0	-1
2001	1	23	0	-0,9
2001	1	24	17,1	3,5
2001	1	25	5,3	3,3
2001	1	26	2	1,8
2001	1	27	0,2	1,5
2001	1	28	0	-0,1
2001	1	29	0	-0,6
2001	1	30	0	-2,3
2001	1	31	1	0
2001	2	1	0	-4,6
2001	2	2	0	-9,7
2001	2	3	0	-14,5
2001	2	4	0	-15,6
2001	2	5	0	-14,4
2001	2	6	0,8	-5,1
2001	2	7	3,9	4,5
2001	2	8	13,2	3,6
2001	2	9	0	-1,1
2001	2	10	0	-1,2
2001	2	11	17,3	1,7
2001	2	12	0	4,5
2001	2	13	0,2	2,8
2001	2	14	0	3,7
2001	2	15	0	4,8
2001	2	16	0	2,9
2001	2	17	0	3,1
2001	2	18	0	3,2
2001	2	19	0,2	1
2001	2	20	0,2	2
2001	2	21	0	3,3
2001	2	22	0	-0,9
2001	2	23	0	-7,9
2001	2	24	0	-8,8
2001	2	25	0	-5,3
2001	2	26	0	-8,4
2001	2	27	0	-8,9
2001	2	28	0	-7,6
2001	3	1	0	-7,8
2001	3	2	0	-5,9
2001	3	3	0	-5,6
2001	3	4	0	-5,2
2001	3	5	0,2	-6,1
2001	3	6	8,3	1,6
2001	3	7	0,6	2,2
2001	3	8	4,7	2,5
2001	3	9	7,7	2
2001	3	10	3,9	4,6
2001	3	11	3,5	5,8
2001	3	12	12,6	5,1
2001	3	13	2,8	3,1
2001	3	14	1,8	1,7
2001	3	15	0	1,8
2001	3	16	4,5	0,9
2001	3	17	0	-2,4
2001	3	18	0	-5,8
2001	3	19	0	-6,1
2001	3	20	0	-4
2001	3	21	0	-2
2001	3	22	0	-2,6
2001	3	23	0,2	-1,1
2001	3	24	0	-0,5
2001	3	25	0	-0,8
2001	3	26	0	-0,9
2001	3	27	0	-0,1
2001	3	28	0	0,2
2001	3	29	5,5	1,8
2001	3	30	1	2,6
2001	3	31	10,6	3,6
2001	4	1	0	4,3
2001	4	2	0,2	3,2
2001	4	3	3,9	6,1
2001	4	4	4,7	5
2001	4	5	4,7	4,2
2001	4	6	12,6	4,5
2001	4	7	5,7	5,4
2001	4	8	4,3	4,1
2001	4	9	0	3,8
2001	4	10	0	5,5
2001	4	11	1	5,2
2001	4	12	1,8	-0,6
2001	4	13	0	-0,3
2001	4	14	0	0,2
2001	4	15	0	0,9
2001	4	16	0	3,1
2001	4	17	0	3,5
2001	4	18	4,8	2,1
2001	4	19	3,8	1,4
2001	4	20	20	1,6
2001	4	21	6,5	5
2001	4	22	0	6,3
2001	4	23	0	3,5
2001	4	24	28,3	5,3
2001	4	25	0,4	6,3
2001	4	26	12,5	6,4
2001	4	27	0,8	6,9
2001	4	28	0,4	7,6
2001	4	29	8,9	6,2
2001	4	30	1,2	8,7
2001	5	1	1,2	8,6
2001	5	2	0	8,9
2001	5	3	0	8,2
2001	5	4	8,1	5
2001	5	5	0,2	6,1
2001	5	6	0	7,8
2001	5	7	0	9,3
2001	5	8	0,6	13,6
2001	5	9	0	17,2
2001	5	10	0	13,8
2001	5	11	0	15,9
2001	5	12	0	16,3
2001	5	13	0	10,2
2001	5	14	0	9,8
2001	5	15	0	11,6
2001	5	16	0	12,5
2001	5	17	7,9	11,7
2001	5	18	3,4	8,9
2001	5	19	3,6	11,3
2001	5	20	0	9,8
2001	5	21	0	9,3
2001	5	22	0	11,3
2001	5	23	0	12,8
2001	5	24	0	13,8
2001	5	25	0	10,9
2001	5	26	0	11,2
2001	5	27	0	13,4
2001	5	28	0	11,5
2001	5	29	0,6	9,4
2001	5	30	9,7	8,5
2001	5	31	5,1	10,1
2001	6	1	1,2	10,2
2001	6	2	0	10,6
2001	6	3	29,7	10,8
2001	6	4	3,8	12,6
2001	6	5	0	11,9
2001	6	6	0	11,3
2001	6	7	3,2	10,1
2001	6	8	9,1	8,5
2001	6	9	2,2	9,5
2001	6	10	0	10,5
2001	6	11	0	10,5
2001	6	12	0	11,6
2001	6	13	1,6	12,8
2001	6	14	0	11,5
2001	6	15	0	12,3
2001	6	16	0	10,2
2001	6	17	2,4	13,9
2001	6	18	0	14
